case,time_s,x_mm,rear_y_mm,front_y_mm,yaw_deg,raw_offset_mm,filtered_track_err_mm,rear_est_mm,w_cmd_deg_s,left_cmd_mm_s,right_cmd_mm_s,left_act_mm_s,right_act_mm_s,sensor_bitmap,sensor_valid,motor_saturated
contract_degraded_offset,7.890000000000001,1467.9558381431932,-33.962995403574624,-35.28262337495049,-0.47256231575607915,39.7,-37.799456000000006,-36.47982802862414,8.14657777408577,209.59746083261214,190.40253916738786,191.68983363270883,191.64148518183816,64.0,1.0,0.0
contract_degraded_offset,7.9,1469.8724224450182,-33.97879874856496,-35.29744757649136,-0.472211673918715,39.7,-38.17956480000001,-36.86091597207361,8.22216420746841,209.68650900154688,190.31349099845312,191.71944229723783,191.60930185082844,64.0,1.0,0.0
contract_degraded_offset,7.91,1471.7889917665068,-33.99458583162306,-35.311395735826494,-0.4715531355334066,39.7,-38.48365184000001,-37.166841935796576,8.282164031119448,209.75719462849642,190.24280537150358,191.75834269936527,191.5670188050378,64.0,1.0,0.0
contract_degraded_offset,7.92,1473.7055428086219,-34.010345220101755,-35.32426341275906,-0.47051758261898186,39.7,-38.72692147200001,-37.4130032793427,8.32953230458271,209.81299906096845,190.18700093903155,191.8038513546846,191.5175528753429,64.0,1.0,0.0
contract_degraded_offset,7.930000000000001,1475.6220733145929,-34.026063507217536,-35.33590258912981,-0.469056809579408,39.7,-38.92153717760001,-37.611698095687736,8.36664187638048,209.85671774527012,190.14328225472988,191.8538662030682,191.46318890970863,64.0,1.0,0.0
contract_degraded_offset,7.94,1477.538581841667,-34.04172593850831,-35.34620962661951,-0.46713898643554047,39.7,-39.07722974208001,-37.7727460539688,8.395399386377735,209.8905968885737,190.1094031114263,191.9067417994616,191.40571543536797,64.0,1.0,0.0
contract_degraded_offset,7.95,1479.4550675817052,-34.057316902179586,-35.35511580567907,-0.464745095120605,39.7,-39.201783793664006,-37.90398489016452,8.417338149249995,209.91644288467432,190.08355711532568,191.96119146007337,191.34653102165953,64.0,1.0,0.0
contract_degraded_offset,7.96,1481.3715302191483,-34.072820312302014,-35.36257983368818,-0.46186610934087147,39.7,-39.30142703493121,-38.01166751354504,8.433692499522577,209.9357098996758,190.0642901003242,192.01621448009413,191.28672339120217,64.0,1.0,0.0
contract_degraded_offset,7.97,1483.2879698178317,-34.088219906851336,-35.3685818681233,-0.45850074746716024,39.7,-39.38114162794497,-38.100779666673006,8.44545727877549,209.94956995370282,190.05043004629718,192.07103793236647,191.22713268221054,64.0,1.0,0.0
contract_degraded_offset,7.98,1485.2043867308835,-34.10349947792344,-35.37311875142162,-0.4546536836322374,39.7,-39.44491330235598,-38.1752940288578,8.453435436309588,209.9589689991147,190.0410310008853,192.12507013118542,191.16840203132037,64.0,1.0,0.0
